filename;caption
1174629344_a2e1a2bdbf.jpg;A group of different people are walking in all different directions in a city .
1174629344_a2e1a2bdbf.jpg;A group of people walking a city street in warm weather .
1174629344_a2e1a2bdbf.jpg;Busy intersection in the summer time in a city
1174629344_a2e1a2bdbf.jpg;People in summer clothes are walking on the sidewalk of a large city .
1262454669_f1caafec2d.jpg;A girl in a white shirt is sitting on a park bench with a dog next to her .
1262454669_f1caafec2d.jpg;A woman eats on a bench while a brown and white leashed dog stands next to her .
1262454669_f1caafec2d.jpg;a woman is sitting on a bench with a latte in her lap and a white dog on a blue leash to her side .
1262454669_f1caafec2d.jpg;A woman sits on a bench at the park with her dog in front of her .
1262454669_f1caafec2d.jpg;Woman sitting on bench and holding the leash of a large white and brown dog .
1273001772_1585562051.jpg;About 12 kids and a few adults get splashed by an off camera source .
1273001772_1585562051.jpg;A group of children are in a water fountain .
1273001772_1585562051.jpg;A group of children standing in a shallow pool of water .
1273001772_1585562051.jpg;A group of young kids play in the water on a sunny day .
1273001772_1585562051.jpg;Children and adults play with a sprinkler .
127490019_7c5c08cb11.jpg;A girl is getting ready to swing the club .
127490019_7c5c08cb11.jpg;A woman in shorts and a blue sleeveless shirt leans over a golf club .
127490019_7c5c08cb11.jpg;A woman is taking a swing with a golf club .
127490019_7c5c08cb11.jpg;A woman wearing a blue shirt and hat with khaki shorts plays golf .
127490019_7c5c08cb11.jpg;A woman wearing blue begins a golf swing .
12830823_87d2654e31.jpg;Children sit and watch the fish moving in the pond
12830823_87d2654e31.jpg;people stare at the orange fish .
12830823_87d2654e31.jpg;Several people are standing near a fish pond .
12830823_87d2654e31.jpg;Some children watching fish in a pool .
12830823_87d2654e31.jpg;There are several people and children looking into water with a blue tiled floor and goldfish .
1289142574_2bd6a082dd.jpg;A boy jumps from one picnic table to another .
1289142574_2bd6a082dd.jpg;A boy jumps from one table to another at a park .
1289142574_2bd6a082dd.jpg;A child is walking from one picnic table to another .
1289142574_2bd6a082dd.jpg;A young boy is running on picnic tables at a park .
1289142574_2bd6a082dd.jpg;The boy hops from one picnic table to the other in the park .
1299459562_ed0e064aee.jpg;Three boys in baggy bathing suits play in splashing water in front a of grey , block wall .
1299459562_ed0e064aee.jpg;three boys in size order getting wet next to a wall
1299459562_ed0e064aee.jpg;Three boys play in a spray of water .
1299459562_ed0e064aee.jpg;Three boys playing in some water .
1299459562_ed0e064aee.jpg;Three shirtless boys are playing in the water .
1346051107_9cdc14e070.jpg;A man is playing a saxophone next to a fire hydrant .
1346051107_9cdc14e070.jpg;A man plays saxophone next to a yellow fire hydrant .
1346051107_9cdc14e070.jpg;A man stands by a wall playing a saxophone .
1346051107_9cdc14e070.jpg;Man playing musical instrument standing beside a yellow and red fire hydrant
1346051107_9cdc14e070.jpg;The man is standing next to a fire hydrant and playing a saxophone .
1347519824_e402241e4f.jpg;A few girls with green foam statue of liberty hats on a train
1347519824_e402241e4f.jpg;Some young adults are wearing green foam statute of liberty crowns .
1347519824_e402241e4f.jpg;Some young people take photos of each other while in New York .
1347519824_e402241e4f.jpg;Three woman with statue of liberty hats and taking a picture .
1347519824_e402241e4f.jpg;Two woman wearing statue of liberty hats get their picture taken in a subway .
1348113612_5bfc5f429e.jpg;A black and white dog jumping into a pool after tennis balls .
1348113612_5bfc5f429e.jpg;a black and white dog jumping into a pool with a lot of tennis balls in it .
1348113612_5bfc5f429e.jpg;A black dog jumps into a pool that has many yellow balls in it .
1348113612_5bfc5f429e.jpg;A dog jumps into a swimming pool to retrieve some floating tennis balls .
1348113612_5bfc5f429e.jpg;A dog swims in a pool .
1355703632_5683a4b6fb.jpg;A female softball player making a pitch .
1355703632_5683a4b6fb.jpg;A girl is winding up to throw a softball .
1355703632_5683a4b6fb.jpg;A teenage girl is catching a softball during a game .
1355703632_5683a4b6fb.jpg;Kids playing softball .
1355703632_5683a4b6fb.jpg;Young girl playing softball with white house in background
1363924449_487f0733df.jpg;A boy holds his hands on his head .
1363924449_487f0733df.jpg;A child with his hands on his head .
1363924449_487f0733df.jpg;A little boy in a striped shirt has his hands on his head .
1363924449_487f0733df.jpg;A little boy stands with his hands on top of his head
1363924449_487f0733df.jpg;The blond boy wearing a striped shirt is walking through the grass .
136644885_f7d2bbf546.jpg;A group of people walking across a rope bridge .
136644885_f7d2bbf546.jpg;A woman is crossing a rope bridge .
136644885_f7d2bbf546.jpg;A woman is crossing a rope bridge in the trees with other people waiting at one end .
136644885_f7d2bbf546.jpg;A woman wearing a white shirt and jeans crosses a rope bridge in a wooded area .
136644885_f7d2bbf546.jpg;three people are crossing a rope bridge hung between pine trees .
1400424834_1c76e700c4.jpg;A lady dressed in shades of black waits on the sidewalk for a train .
1400424834_1c76e700c4.jpg;A skinny girl in large boots is standing by the roadside .
1400424834_1c76e700c4.jpg;A tall , thin , brunette girl wearing combat boots standing on a sidewalk .
1400424834_1c76e700c4.jpg;A woman standing by a wire fence on a sidewalk .
1400424834_1c76e700c4.jpg;Woman in zebra print top and tight jeans standing on a curb .
1420060118_aed262d606.jpg;A child dressed as a ninja is jumping through the air under a large tree .
1420060118_aed262d606.jpg;A child in a ninja outfit does a jumping kick .
1420060118_aed262d606.jpg;A man wearing a martial arts uniform is jumping through the air .
1420060118_aed262d606.jpg;A person with a black and red outfit and a black hood is up in the air .
1420060118_aed262d606.jpg;a young ninja jumps into the air .
1433142189_cda8652603.jpg;A hiker is walking a treeless path up a hill .
1433142189_cda8652603.jpg;A man is backpacking up a grassy hill .
1433142189_cda8652603.jpg;A man with a big backpack is walking through a grass trail up a hill .
1433142189_cda8652603.jpg;Person hiking up a grassy trail toward a large hill .
1433142189_cda8652603.jpg;The hiker is following a trail uphill .
1434607942_da5432c28c.jpg;A child rides on a man 's shoulders .
1434607942_da5432c28c.jpg;A child wearing a red jacket is sitting on the man 's shoulders .
1434607942_da5432c28c.jpg;A man carrying a girl on his shoulders .
1434607942_da5432c28c.jpg;A small child in a red jacket is sitting on a man 's shoulders and holding his head .
1434607942_da5432c28c.jpg;A white man with carrying hair and a beard with a child on his shoulders .
143688283_a96ded20f1.jpg;a man in a harness climbing a rock wall
143688283_a96ded20f1.jpg;A man with a white shirt and helmet is climbing a mountain .
143688283_a96ded20f1.jpg;A man in a white shirt and helmet is using climbing equipment .
143688283_a96ded20f1.jpg;a young man wearing a white helmet climbing up a rock wall
143688283_a96ded20f1.jpg;Man rock climbing looking up the rock
1445754124_647168f211.jpg;A black and white dog climbs a leaning tree trunk .
1445754124_647168f211.jpg;A black and white dog is walking up a bent tree .
1445754124_647168f211.jpg;A gray dog climbs up a slanted tree .
1445754124_647168f211.jpg;A gray dog is climbing up a low tree branch in a park .
1445754124_647168f211.jpg;A gray mottled dog stands on the sloping trunk of a tree overlooking a grassy field .
1456393634_74022d9056.jpg;A boy doing a handstand on the beach .
1456393634_74022d9056.jpg;A child does a handstand on the sand at the beach .
1456393634_74022d9056.jpg;A child doing a handstand on the beach .
1456393634_74022d9056.jpg;A little boy does a cartwheel on the beach .
1456393634_74022d9056.jpg;A little boy doing a handstand on the beach .
1457762320_7fe121b285.jpg;A group of bicyclists getting ready for a ride .
1457762320_7fe121b285.jpg;A group of cyclists is pausing nearby a green and tan sign .
1457762320_7fe121b285.jpg;A group of men are standing around and drinking water with their bikes .
1457762320_7fe121b285.jpg;A group of men chat and drink water from water bottles while standing by their bicycles .
1457762320_7fe121b285.jpg;Men in athletic clothing stand near bicycles .
1461667284_041c8a2475.jpg;A guitarist plays while people play with hula-hoops in the background .
1461667284_041c8a2475.jpg;A guitarist sits playing before microphones , while a man and a boy dance and a woman stands by .
1461667284_041c8a2475.jpg;A man in a white hat plays guitar on a stage .
1461667284_041c8a2475.jpg;A man plays guitar on a stage while another woman smiles
1461667284_041c8a2475.jpg;Four people performing music outdoors .
146577646_9e64b8c2dc.jpg;A kayaker is battling waves in a purple boat while wearing rain gear .
146577646_9e64b8c2dc.jpg;A man is paddling in whitewater rapids .
146577646_9e64b8c2dc.jpg;A man kayaks in rough water .
146577646_9e64b8c2dc.jpg;Man in a kayak swimming in rough waters .
146577646_9e64b8c2dc.jpg;Person kayaking in white water .
1472230829_803818a383.jpg;A group of people in a boat , white water rafting .
1472230829_803818a383.jpg;A group of seven people are rafting in the rapids in a green boat .
1472230829_803818a383.jpg;Rafting boat on river .
1472230829_803818a383.jpg;seven people are riding a green raft in a white water river .
1472230829_803818a383.jpg;Seven rafters are paddling and riding the rapids in a green raft .
1479124077_17dcc0d5d7.jpg;A barefoot boy in shorts and a t-shirt jumps in muddy grass .
1479124077_17dcc0d5d7.jpg;A child plays in the mud .
1479124077_17dcc0d5d7.jpg;A muddy child jumps into more mud on the ground .
1479124077_17dcc0d5d7.jpg;a wet boy jumping around on dirty wet grass
1479124077_17dcc0d5d7.jpg;Young boy covered in grass jumping near a wooden fence .
1481062342_d9e34366c4.jpg;A little girl in pajamas runs down a hall with hardwood floors .
1481062342_d9e34366c4.jpg;A little girl is running down a hardwood floored hallway .
1481062342_d9e34366c4.jpg;A little girl running down a brighly lit hallway .
1481062342_d9e34366c4.jpg;A toddler is running down a hallway .
1481062342_d9e34366c4.jpg;A young girl runs down a hallway with wooden floors .
148512773_bae6901fd6.jpg;A couple enjoys a quiet moment near the river .
148512773_bae6901fd6.jpg;A few people sit out on rocks overlooking the water below .
148512773_bae6901fd6.jpg;Two people are sitting on a rock overlooking the river .
148512773_bae6901fd6.jpg;Two people sit on top of a cliff overlooking a river .
148512773_bae6901fd6.jpg;Two people sit upon large rocks next to a river .
1505686764_9e3bcd854a.jpg;a man in red shorts is walking along rocks by a river carrying a stick .
1505686764_9e3bcd854a.jpg;A man in red shorts standing on rocks by a stream
1505686764_9e3bcd854a.jpg;A man is walking on rocks with water flowing around them .
1505686764_9e3bcd854a.jpg;A shirtless man standing on the edge of a stream .
1505686764_9e3bcd854a.jpg;The hiker nears a creek .
1541272333_1624b22546.jpg;A brown dog brings up some dust as he runs around a field .
1541272333_1624b22546.jpg;A dog and a dust storm .
1541272333_1624b22546.jpg;A dog and sand blowing in the wind
1541272333_1624b22546.jpg;A dog in a sandy area with the sand stirred up into the air and several plants in the background .
1541272333_1624b22546.jpg;Dog kicking up dirt
1598085252_f3219b6140.jpg;A dog in a field .
1598085252_f3219b6140.jpg;A dog is resting in a grassy field
1598085252_f3219b6140.jpg;A dog runs through tall grass .
1598085252_f3219b6140.jpg;Dog running after another dog in a grassy field .
1598085252_f3219b6140.jpg;The Doberman is running through the tall grass .
172097783_292c5413d8.jpg;A boy is wakeboarding on a lake with one hand .
172097783_292c5413d8.jpg;A man wearing a red life jacket is water-skiing across a bay .
172097783_292c5413d8.jpg;A surfer in blue shorts surfs over water .
172097783_292c5413d8.jpg;A young man dressed in blue swimming trunks and a red life jacket waterskiing in a blue lake .
172097783_292c5413d8.jpg;Boy in red vest and blue and white trunks on wakeboard .
1785138090_76a56aaabc.jpg;A female walking wearing a string bikini towards a man in a striped shirt .
1785138090_76a56aaabc.jpg;A woman in a skimpy bathing suit walks away .
1785138090_76a56aaabc.jpg;A woman in a swimsuit walks along the street next to three trees .
1785138090_76a56aaabc.jpg;A woman wearing a skimpy bathing suit is walking with a towel in a parking lot .
1785138090_76a56aaabc.jpg;Three big trees and the back side of a girl in bikini .
1794818900_e0ffdd268e.jpg;A girl plays on a red toy .
1794818900_e0ffdd268e.jpg;A little girl in a blue coat is rocking on a red playground toy .
1794818900_e0ffdd268e.jpg;A little girl is playing on a toy outdoors .
1794818900_e0ffdd268e.jpg;A little girl is riding a toy tricycle on springs .
1794818900_e0ffdd268e.jpg;The girl wearing a blue coat is standing on the wooden rocking toy in the playground .
1807169176_7f5226bf5a.jpg;A group of people sit around a blazing fire at night .
1807169176_7f5226bf5a.jpg;A large campfire at night with several people sitting around it .
1807169176_7f5226bf5a.jpg;People are clustered around a bonfire at night .
1807169176_7f5226bf5a.jpg;People sitting around a campfire at night .
1807169176_7f5226bf5a.jpg;Several people are sitting around a fire at night .
1810651611_35aae644fb.jpg;A closeup of a little girl on a swing .
1810651611_35aae644fb.jpg;A little girl in a dress with pink flowers swings on a red-seated swing .
1810651611_35aae644fb.jpg;A little girl in a pink and white flowered dress and blue sweater swinging .
1810651611_35aae644fb.jpg;A young girl is swinging in a backyard .
1810651611_35aae644fb.jpg;The little girl swings in the backyard .
1813777902_07d1d4b00c.jpg;a boy dressed as a pirate smiles largley .
1813777902_07d1d4b00c.jpg;A boy with a skeleton on his shirt laughs .
1813777902_07d1d4b00c.jpg;A child dressed like a pirate smiles .
1813777902_07d1d4b00c.jpg;A young boy dressed as a pirate and running .
1813777902_07d1d4b00c.jpg;The boys enjoys his pirate costume .
1814086703_33390d5fc7.jpg;A dog looks behind itself .
1814086703_33390d5fc7.jpg;A tan dog is running alongside another dog outside
1814086703_33390d5fc7.jpg;Two dogs are running next to each other on the grass .
1814086703_33390d5fc7.jpg;Two dogs run together near the leaves .
1814086703_33390d5fc7.jpg;Two small dogs run on a dirt road covered in leafs .
1865794069_6e3a1e57bb.jpg;A blond boy with a navy blue uniform kicks a soccer ball in an open field .
1865794069_6e3a1e57bb.jpg;A boy in an all blue uniform kicks a blue soccer ball in a grassy area .
1865794069_6e3a1e57bb.jpg;A little boy is playing soccer at a field .
1865794069_6e3a1e57bb.jpg;A small child plays with a ball while others relax and converse with one another .
1865794069_6e3a1e57bb.jpg;A young boy dressed in blue and white is kicking a soccer ball .
1924234308_c9ddcf206d.jpg;A girl in a bikini and sneakers makes her way out of the water and onto the rocks .
1924234308_c9ddcf206d.jpg;A girl in a bikini in climbing rocks .
1924234308_c9ddcf206d.jpg;A woman in a bikini climbs rocks next to a rocky stream .
1924234308_c9ddcf206d.jpg;A woman in a bikini is running on rocks in a stream .
1924234308_c9ddcf206d.jpg;A young woman wearubg a bikini is climbing rocks near a creek .
1932161768_996eadac87.jpg;a small dog steps onto a log .
1932161768_996eadac87.jpg;A small white dog climbs over a log .
1932161768_996eadac87.jpg;A small white dog with a blue collar is climbing over a large log .
1932161768_996eadac87.jpg;A white dog jumps over a log outside .
1932161768_996eadac87.jpg;A white terrior is jumping over a log .
195084264_72fb347b0f.jpg;A man in a checked shirt stands next to a large wooden bowl .
195084264_72fb347b0f.jpg;A man standing next to a large plate .
195084264_72fb347b0f.jpg;An older man is standing next to a display of wooden trays .
195084264_72fb347b0f.jpg;An older man poses near wooden bowls on display .
195084264_72fb347b0f.jpg;The man wearing glasses is showing a wooden product .
1999444757_1b92efb590.jpg;A girl in white is swinging a sword .
1999444757_1b92efb590.jpg;A lady shows her sword
1999444757_1b92efb590.jpg;A woman is swordfighting with an unseen opponent .
1999444757_1b92efb590.jpg;Boy in martial arts-style uniform holding a sword .
1999444757_1b92efb590.jpg;Two women watching people in white shirts , one of those persons holding a sword .
2046222127_a6f300e202.jpg;A man in a neon-colored vest holding up a section of wood
2046222127_a6f300e202.jpg;a man in a neon yellow vest carrying a wooden crate
2046222127_a6f300e202.jpg;A man in construction gear is moving a large plank of wood to a new destination .
2046222127_a6f300e202.jpg;A man wearing yellow hi-viz is grasping a wooden board .
2046222127_a6f300e202.jpg;Man with short hair moves wooden structure .
2049051050_20359a434a.jpg;A girl in a black jacket and hat is covered in a pink blanket
2049051050_20359a434a.jpg;A woman derssed in a black sweater , gloves , hat , and a scarf sits on the beach near a boulder .
2049051050_20359a434a.jpg;A woman in a black cap and outfit sits in the sand .
2049051050_20359a434a.jpg;A woman wearing a black hat sits on the sand with a rock behind her .
2049051050_20359a434a.jpg;The girl sitting by a rock is wearing a black coat , black hat , black gloves but is covered by a pink blanket .
2057306459_2f52ce648e.jpg;A person in a field walks toward their white and orange parachute while another holds it .
2057306459_2f52ce648e.jpg;People collecting a parachute after landing on the ground .
2057306459_2f52ce648e.jpg;The parachutist is standing in a field near to his unfurled parachute .
2057306459_2f52ce648e.jpg;Two people fold a parachute after they have landed in a field .
2057306459_2f52ce648e.jpg;Two people on a grassy plain are gathering a parachute that one of the people just used .
2069279767_fb32bfb2de.jpg;The men are climbing .
2069279767_fb32bfb2de.jpg;Two men are lying in red cots on the side of a mountain .
2069279767_fb32bfb2de.jpg;Two men are sleeping on makeshift beds on the side of a cliff .
2069279767_fb32bfb2de.jpg;Two men in cots hanging from a cliff
2069279767_fb32bfb2de.jpg;Two mountain climbers are smiling on the mountainside .
2077346067_0a3a5aae65.jpg;A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward .
2077346067_0a3a5aae65.jpg;a man in black walking past a red and yellow signpost whilst eating .
2077346067_0a3a5aae65.jpg;A man is eating and walking past a yellow and red sign .
2077346067_0a3a5aae65.jpg;A man is eating something and walking down a sidewalk past a big red and yellow sign .
2077346067_0a3a5aae65.jpg;A sign asking for help with a man walking by eating .
2089122314_40d5739aef.jpg;A dog running with a newspaper in its mouth .
2089122314_40d5739aef.jpg;A dog runs down the street , carrying a newspaper .
2089122314_40d5739aef.jpg;A dog with a newspaper in his mouth runs down a paved path .
2089122314_40d5739aef.jpg;A fluffy , tri-colored dog is running down the road with a paper in its mouth .
2089122314_40d5739aef.jpg;An Australian shepherd dog carrying a newspaper in his mouth .
2089542487_b4c1ee7025.jpg;A hiker is ready to take on a rugged outdoor trail .
2089542487_b4c1ee7025.jpg;a lone hiker on a dirt hiking trail with a hat and sunglasses on with trees in the background
2089542487_b4c1ee7025.jpg;A man in shorts is hiking in a dry region .
2089542487_b4c1ee7025.jpg;A man stops for a picture with the scenery during his hike .
2089542487_b4c1ee7025.jpg;The man is posing for a picture in the desert wearing a green shirt and hat , and holding a metal detector .
2097489021_ca1b9f5c3b.jpg;A girl in a ballet fairy costume is touched by a wand .
2097489021_ca1b9f5c3b.jpg;A young girl performing the nutcracker .
2097489021_ca1b9f5c3b.jpg;The little girl is standing on a stage dressed up as a pink fairy .
2097489021_ca1b9f5c3b.jpg;The tiny girl dressed in a butterfly ballet costume , waves her wand near a nutcracker statue .
2097489021_ca1b9f5c3b.jpg;Young girl waving turquiose leotard and pink tutu with wings waving wand .
2102030040_2e8f4738f7.jpg;A girl skiing .
2102030040_2e8f4738f7.jpg;A woman on a ski slope .
2102030040_2e8f4738f7.jpg;A woman skier smiles for the camera while on a snowy slope .
2102030040_2e8f4738f7.jpg;A woman standing on a snowy hill about to ski .
2102030040_2e8f4738f7.jpg;A woman with a blue jacket is posing for a picture while skiing down a mountain
2107837987_ffecfc367a.jpg;A boy stands near water with a stone in his hand .
2107837987_ffecfc367a.jpg;A child in a blue shirt is holding something in his hand on a lake shore .
2107837987_ffecfc367a.jpg;A little boy is ready to throw a stone into the water .
2107837987_ffecfc367a.jpg;A skips rocks near a bridge .
2107837987_ffecfc367a.jpg;The little boy is at the side of the river throwing rocks .
2108799322_e25aa6e185.jpg;A black dog in running in a field .
2108799322_e25aa6e185.jpg;A black dog is running through a marsh-like area .
2108799322_e25aa6e185.jpg;A black dog runs through a muddy bank .
2108799322_e25aa6e185.jpg;A dog running through mucky ground .
2108799322_e25aa6e185.jpg;A mostly black short haired dog is running in a swampy area with its tongue out .
2115849046_2aa9fa8d13.jpg;A brown dog running on shore with a boat in the background .
2115849046_2aa9fa8d13.jpg;A brown dog runs near the water .
2115849046_2aa9fa8d13.jpg;A dog is running on the grass beside a boat on the river .
2115849046_2aa9fa8d13.jpg;A large orange dog runs through the grass by the water where a large boat is sailing in the background .
2115849046_2aa9fa8d13.jpg;The dog is running in the grass next to the water .
2119660490_ce0d4d1f73.jpg;A brown dog is laying on his side on a beige carpet , with a green object in the foreground .
2119660490_ce0d4d1f73.jpg;A brown dog is laying on its back on a white carpet with a green ball on it .
2119660490_ce0d4d1f73.jpg;A brown dog is rolling on its back on a carpet with several green toys nearby .
2119660490_ce0d4d1f73.jpg;A dog lies on its back on a dog bed .
2119660490_ce0d4d1f73.jpg;The dog is laying on its back near a green ball .
2125216241_5b265a2fbc.jpg;A blue and white sailboat sits by a dock .
2125216241_5b265a2fbc.jpg;A few people park their boat at a dock .
2125216241_5b265a2fbc.jpg;Three men stand atop a boat from Seattle Washington .
2125216241_5b265a2fbc.jpg;Three people are standing on the dock of a boat looking at something off camera .
2125216241_5b265a2fbc.jpg;Three people stand on a boat that is docked .
2125454445_5c5c4bf906.jpg;A black and white dog in a dog-shirt carrying a long piece of wood .
2125454445_5c5c4bf906.jpg;A black and white dog in a plaid coat is carrying a very long stick .
2125454445_5c5c4bf906.jpg;A black and white dog on a leash is wearing a plaid outfit .
2125454445_5c5c4bf906.jpg;A small black and white dog on a leash wearing a shirt carrying a large stick .
2125454445_5c5c4bf906.jpg;A small dog plays with a very big limb .
2127207912_9298824e66.jpg;The two people are standing on a rock , holding themselves up against another rock , while looking down
2127207912_9298824e66.jpg;Three people make their way through rocky terrain .
2127207912_9298824e66.jpg;Three people participate in rock climbing .
2127207912_9298824e66.jpg;Two female hikers hang onto a rock in front of them while looking down into a deep crevice .
2127207912_9298824e66.jpg;Two people wearing backpacks and a woman in red shorts are standing on some large rock formations .
2136514643_93d8f75a77.jpg;A girl on the phone standing in front of beautiful plants is passed by another smiling girl .
2136514643_93d8f75a77.jpg;A girl wearing a white sweatshirt and jean shorts has a big smile on her face as she walks along .
2136514643_93d8f75a77.jpg;A smiling girl walking and a frowning girl with a phone .
2136514643_93d8f75a77.jpg;A teenage girl walks past another with a cellphone .
2136514643_93d8f75a77.jpg;A young woman walks by another young woman talking on the phone and leaning on a wall .
2144050118_3e7d2e05b1.jpg;a blond girl in a brown shirt with a black pen up her nose
2144050118_3e7d2e05b1.jpg;A little girl has a pen sticking out of her nose .
2144050118_3e7d2e05b1.jpg;A young girl is looking at the camera with a pen stuck up her nose .
2144050118_3e7d2e05b1.jpg;The girl with the wide eyes has a marker hanging from her nose .
2144050118_3e7d2e05b1.jpg;Young girl sitting with a black pen in her nose .
2170222061_e8bce4a32d.jpg;A dog biting the tail of a cow .
2170222061_e8bce4a32d.jpg;A dog chasing an animals tail on the grass .
2170222061_e8bce4a32d.jpg;A small animal leaps behind a larger animal , the larger animal 's tail obscuring the smaller one 's face .
2170222061_e8bce4a32d.jpg;A small dog chases after a large brown cow .
2170222061_e8bce4a32d.jpg;A tan animal is being swatted in the face by a brown and white bull .
2180356743_b3a3c9a7f6.jpg;A boy standing and watching a group of people on a basketball court .
2180356743_b3a3c9a7f6.jpg;A boy standing in the foreground looking out over other people in a court .
2180356743_b3a3c9a7f6.jpg;A boy stands overlooking a schoolyard where other children play .
2180356743_b3a3c9a7f6.jpg;A boy watches his classmates play in a courtyard , looking from above .
2180356743_b3a3c9a7f6.jpg;A little boy is standing above a structure and watching the other boys play a game .
2192333873_2a0cbe849d.jpg;A boy is flying down a snow covered slope on his sled .
2192333873_2a0cbe849d.jpg;A boy watches another person falling in the snow .
2192333873_2a0cbe849d.jpg;A snowboarder crashes into another .
2192333873_2a0cbe849d.jpg;a young boy falling down into the snow with another boy in the background
2192333873_2a0cbe849d.jpg;Two children play in the snow with a sled .
219301553_d2fffe9e0c.jpg;a group of people are crossing a river
219301553_d2fffe9e0c.jpg;A group of people are wading though a stream between steep rocky cliffs .
219301553_d2fffe9e0c.jpg;People wading in a river .
219301553_d2fffe9e0c.jpg;Several people are wading in a river in a deep gorge .
219301553_d2fffe9e0c.jpg;Several people wading in the water at the bottom of a ravine .
2194797921_96af7a9467.jpg;A woman is climbing a volleyball net on a beach as two others watch .
2194797921_96af7a9467.jpg;Girl climbs volleyball net at beach
2194797921_96af7a9467.jpg;People hanging up a volleyball net .
2194797921_96af7a9467.jpg;People put up a volleyball net at the beach .
2194797921_96af7a9467.jpg;The girl in the brown shirt is hanging onto a blue pole .
2198484810_50a893824a.jpg;A brown dog is running through an obstacle course .
2198484810_50a893824a.jpg;A brown dog jumps over an obstacle .
2198484810_50a893824a.jpg;A dog runs through an obstacle course .
2198484810_50a893824a.jpg;A small dog jumping over hurdles .
2198484810_50a893824a.jpg;The brown dog is jumping over a low rail in a grassy yard .
2198511848_311d8a8c2f.jpg;A man jumps off a ramp on a snowboard .
2198511848_311d8a8c2f.jpg;A snowboarder high in the air .
2198511848_311d8a8c2f.jpg;A snowboarder jumps through the air on their snowboard .
2198511848_311d8a8c2f.jpg;Snowboarder flies off of snowy jump , mountains in background .
2198511848_311d8a8c2f.jpg;The snowboarder is in the middle of a very tall jump
2217728745_92b6779016.jpg;A bald headed man is standing by the beer pumps at the bar .
2217728745_92b6779016.jpg;A bunch of beer pull tabs at a bar with Christmas lights on the ceiling .
2217728745_92b6779016.jpg;A man in a bar .
2217728745_92b6779016.jpg;A picture of five people at a bar with a closeup on the beer taps .
2217728745_92b6779016.jpg;christmas tree lights hang on the ceiling .
2218519240_cac5aab53c.jpg;A man is wearing protective hair and face coverings .
2218519240_cac5aab53c.jpg;A man wears a clear plastic cap and face mask .
