filename;caption
1932161768_996eadac87.jpg;A small white dog with a blue collar is climbing over a large log .
1932161768_996eadac87.jpg;A white dog jumps over a log outside .
1932161768_996eadac87.jpg;A white terrior is jumping over a log .
2049051050_20359a434a.jpg;A girl in a black jacket and hat is covered in a pink blanket
2049051050_20359a434a.jpg;A woman derssed in a black sweater , gloves , hat , and a scarf sits on the beach near a boulder .
2049051050_20359a434a.jpg;A woman in a black cap and outfit sits in the sand .
2049051050_20359a434a.jpg;A woman wearing a black hat sits on the sand with a rock behind her .
2049051050_20359a434a.jpg;The girl sitting by a rock is wearing a black coat , black hat , black gloves but is covered by a pink blanket .
2115849046_2aa9fa8d13.jpg;A brown dog running on shore with a boat in the background .
2115849046_2aa9fa8d13.jpg;A brown dog runs near the water .
2115849046_2aa9fa8d13.jpg;A dog is running on the grass beside a boat on the river .
2115849046_2aa9fa8d13.jpg;A large orange dog runs through the grass by the water where a large boat is sailing in the background .
2115849046_2aa9fa8d13.jpg;The dog is running in the grass next to the water .
2127207912_9298824e66.jpg;The two people are standing on a rock , holding themselves up against another rock , while looking down
2127207912_9298824e66.jpg;Three people make their way through rocky terrain .
2127207912_9298824e66.jpg;Three people participate in rock climbing .
2127207912_9298824e66.jpg;Two female hikers hang onto a rock in front of them while looking down into a deep crevice .
2127207912_9298824e66.jpg;Two people wearing backpacks and a woman in red shorts are standing on some large rock formations .
2192333873_2a0cbe849d.jpg;A boy is flying down a snow covered slope on his sled .
2192333873_2a0cbe849d.jpg;A boy watches another person falling in the snow .
2192333873_2a0cbe849d.jpg;A snowboarder crashes into another .
2192333873_2a0cbe849d.jpg;a young boy falling down into the snow with another boy in the background
2192333873_2a0cbe849d.jpg;Two children play in the snow with a sled .
2271468944_3264d29208.jpg;A boy at the beach dumps a bucket of water on another boy 's head .
2271468944_3264d29208.jpg;a boy pours water on another boy .
2271468944_3264d29208.jpg;A little boy pours water from a bucket onto another little boy 's head .
2271468944_3264d29208.jpg;A small boys dumps water on a baby .
2271468944_3264d29208.jpg;The boy pours water on the baby .
2314722788_6262c3aa40.jpg;A black and brown dog are starring at each other .
2314722788_6262c3aa40.jpg;A dark brown dog and a light brown dog in a field stare at each other .
2314722788_6262c3aa40.jpg;Two dogs are facing each other in a grassy field .
2314722788_6262c3aa40.jpg;Two dogs are looking at each other .
2314722788_6262c3aa40.jpg;Two dogs confront each other in the middle of a field
2385871317_44cde2f354.jpg;A brown-haired girl wearing a yellow and pink shirt , and carrying a blue backpack is walking next to a blue wall .
2385871317_44cde2f354.jpg;A girl beside a blue tarp wall wearing a backpack and a purse .
2385871317_44cde2f354.jpg;a girl on her way to class lined by a blue construction wall .
2385871317_44cde2f354.jpg;A girl wearing a blue backpack is walking beside a blue plastic fence .
2385871317_44cde2f354.jpg;A young girl wearing a yellow shirt with a blue backpack is walking next to a fence covered with a blue plastic cover .
240696675_7d05193aa0.jpg;A brown dog is running in a grassy plain .
240696675_7d05193aa0.jpg;A brown dog runs along a path in the grass .
240696675_7d05193aa0.jpg;Dog running in field
240696675_7d05193aa0.jpg;Dog running on narrow dirt path .
240696675_7d05193aa0.jpg;The dog is running along a path that has been made through the uncut grass .
2428751994_88a6808246.jpg;A black and white dog runs over the green grass .
2428751994_88a6808246.jpg;A brown and white dog is running on the grass .
2428751994_88a6808246.jpg;A dog running on the grass
2428751994_88a6808246.jpg;A dog runs in a field .
2428751994_88a6808246.jpg;A smiling dog runs in the grass .
244910177_7c4ec3f65b.jpg;Three woman walk down a city street and one has a pink purse .
244910177_7c4ec3f65b.jpg;Three women , two with tattoos , walking down the street
244910177_7c4ec3f65b.jpg;Women are walking through the street drinking iced coffee .
244910177_7c4ec3f65b.jpg;Women walk down a buzy sidewalk .
244910177_7c4ec3f65b.jpg;Women walking down the street .
251586160_a31b187a37.jpg;A black dog in a red harness jumping .
251586160_a31b187a37.jpg;A black dog springs up into a pool .
251586160_a31b187a37.jpg;a black dog sprints near the blue fence .
251586160_a31b187a37.jpg;A man watches eagerly as his black dog leaps into the water .
251586160_a31b187a37.jpg;Black dog running while man looks on .
2521770311_3086ca90de.jpg;A boy holds a picture over his head .
2521770311_3086ca90de.jpg;A boy in a long sleeve shirt is holding a box above his head .
2521770311_3086ca90de.jpg;A boy is inside holding something on top of his head .
2521770311_3086ca90de.jpg;A little boy holds a decorated cardboard box on his head .
2521770311_3086ca90de.jpg;a young boy with a samll cardboard box atop his head .
2546959333_23b957988f.jpg;a dog nipping at the feet of a cow .
2546959333_23b957988f.jpg;a dog pounces on the grass .
2546959333_23b957988f.jpg;The dog is running after the bull .
2546959333_23b957988f.jpg;The large brown dog is playing in the grass with a brown cow .
2546959333_23b957988f.jpg;Two dogs outside on green grass .
2554531876_5d7f193992.jpg;A motorcycle races .
2554531876_5d7f193992.jpg;A motorcycle rider in a white helmet leans into a curve on a rural road .
2554531876_5d7f193992.jpg;A motorcycle rider making a turn .
2554531876_5d7f193992.jpg;Someone on a motorcycle leaning into a turn .
2554531876_5d7f193992.jpg;There is a professional motorcyclist turning a corner .
2603125422_659391f961.jpg;A car is parked in a graffiti filled street .
2603125422_659391f961.jpg;A graffiti defaced wall serves as the gathering of a few people nearby a car .
2603125422_659391f961.jpg;four people huddle against a wall .
2603125422_659391f961.jpg;Some adults stand by a wall covered in art graffiti at night .
2603125422_659391f961.jpg;Two people talk to a street person in front of wall of graffiti
2644916196_16f91dae54.jpg;A child with a yellow cup and milk all over his face .
2644916196_16f91dae54.jpg;A little boy drinks milk and gets milk all over his face and table .
2644916196_16f91dae54.jpg;a little boy spilled his milk from the green cup .
2644916196_16f91dae54.jpg;Small laughing child with blond hair sitting at a table holding a green sippy cup .
2644916196_16f91dae54.jpg;Toddler with milk around his mouth .
2649850541_59a6c7f01c.jpg;A girl laying on a sidewalk .
2649850541_59a6c7f01c.jpg;a girl lays on her driveway .
2649850541_59a6c7f01c.jpg;A girl lays on the sidewalk with her arms and face in the grass .
2649850541_59a6c7f01c.jpg;A little girl lays on the sidewalk with her face in the grass .
2649850541_59a6c7f01c.jpg;The little girl is laying on the sidewalk .
2665904080_8a3b9639d5.jpg;a brown dog nursing
2665904080_8a3b9639d5.jpg;A dog breastfeeding .
2665904080_8a3b9639d5.jpg;A mother dog giving her puppy some milk .
2665904080_8a3b9639d5.jpg;A puppy is nursing from its mother .
2665904080_8a3b9639d5.jpg;A young puppy suckles from his mother .
2671602981_4edde92658.jpg;A little girl in a bathing suit leaps up in the water .
2671602981_4edde92658.jpg;A little girl wearing a black tankini is jumping in the air with water in the background .
2671602981_4edde92658.jpg;A young girl in a swimming suit jumps into a body of water .
2671602981_4edde92658.jpg;A young girl jumping out of the water
2671602981_4edde92658.jpg;The girl in the bathing suit is poised in midair next to the blue water .
2685139184_4ff45e0f76.jpg;A gray-haired , shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street .
2685139184_4ff45e0f76.jpg;A man leaning against a wall with an umbrella .
2685139184_4ff45e0f76.jpg;A woman that appears to be homeless sits on a Winnie the Pooh table cover on the side of a street .
2685139184_4ff45e0f76.jpg;The man is sitting outside on the street under a purple umbrella .
2685139184_4ff45e0f76.jpg;The person is sitting on a Winnie the pooh sheet and holding a purple umbrella .
2723477522_d89f5ac62b.jpg;A big dog chases a little dog on the grass .
2723477522_d89f5ac62b.jpg;A black dog is chasing a smaller brown dog over grass .
2723477522_d89f5ac62b.jpg;The large brown dog is chasing after the little brown dog .
2723477522_d89f5ac62b.jpg;Two brown dogs run through the grass together .
2723477522_d89f5ac62b.jpg;two dogs play in the grass .
2762702644_2aa3bf9680.jpg;A woman wearing a red and black outfit standing in front of a building playing a violin .
2762702644_2aa3bf9680.jpg;A woman wearing black and red is playing a violin in front of a brick building .
2762702644_2aa3bf9680.jpg;A woman wearing red playing a violin on a sidewalk .
2762702644_2aa3bf9680.jpg;Girl in red , with striped tights , playing violin outside of building .
2762702644_2aa3bf9680.jpg;The girl in red and black is holding a violin and bow .
278002800_3817135105.jpg;A guy in black jacket eating .
278002800_3817135105.jpg;A man eats a pastry .
278002800_3817135105.jpg;A man in a black coat eats a doughnut while other men look out of frame .
278002800_3817135105.jpg;A man in a black jacket is eating a pastry while standing next to two other men .
278002800_3817135105.jpg;A man in black is eating a baked good near two elderly men .
2781296531_f6f0f6c0f5.jpg;A boy is splashed in the face by a playground toy at a water park .
2781296531_f6f0f6c0f5.jpg;A young boy at a water park being sprayed in the face by a spigot decorated to look like a seahorse .
2781296531_f6f0f6c0f5.jpg;A young boy is gettnig splashed in the face by a blue water toy .
2781296531_f6f0f6c0f5.jpg;The boy is running through the sprinklers .
2781296531_f6f0f6c0f5.jpg;The little boy is running through the sprinklers .
279901198_e7a88c855a.jpg;A brown dog being chased in a rural area
279901198_e7a88c855a.jpg;A few brown dogs play in some dirt near woods .
279901198_e7a88c855a.jpg;a group of dogs running outside down a dirt trail .
279901198_e7a88c855a.jpg;The dogs are running outdoors near a wooded area .
279901198_e7a88c855a.jpg;Two brown dogs run along a gravel road while another dog watches .
2832487464_2d30634e1e.jpg;A black and white dog is jumping over a hurdle .
2832487464_2d30634e1e.jpg;A dog hurdles over a series of poles .
2832487464_2d30634e1e.jpg;A dog is jumping over a series of colored gates .
2832487464_2d30634e1e.jpg;A dog jumping over a beam
2832487464_2d30634e1e.jpg;A small black dog jumping over gates
2855727603_e917ded363.jpg;a black dog splashes in the water .
2855727603_e917ded363.jpg;a brown dog walking in a river with trees in the background
2855727603_e917ded363.jpg;A large brown dog plays in the water .
2855727603_e917ded363.jpg;A large sleek brown dog is standing in the water .
2855727603_e917ded363.jpg;The large brown dog is walking into a shallow lake .
2866529477_7e0c053ebc.jpg;A boy wearing a swimming cap and goggles running through water with another child swimming behind him .
2866529477_7e0c053ebc.jpg;Some swimmers in the water .
2866529477_7e0c053ebc.jpg;Two boys wearing matching blue swim caps swim in a lake .
2866529477_7e0c053ebc.jpg;Two boys with blue swim caps in the murky water .
2866529477_7e0c053ebc.jpg;Young boys wading in blue swim caps .
2873445888_8764699246.jpg;A boy in shorts kicks while standing in shallow water .
2873445888_8764699246.jpg;A boy standing in water doing a kick .
2873445888_8764699246.jpg;A boy standing with one leg in water and one leg held up over the surface .
2873445888_8764699246.jpg;A little boy is kicking up his feet in the water .
2873445888_8764699246.jpg;A young boy kicks his leg up while standing in the water .
2886411666_72d8b12ce4.jpg;a black , brown and white dog is running beside a green fence in a grassy garden .
2886411666_72d8b12ce4.jpg;A dog is galloping through the grass .
2886411666_72d8b12ce4.jpg;A dog runs through a lush , green lawn .
2886411666_72d8b12ce4.jpg;A tri-colored dog is running on the green grass .
2886411666_72d8b12ce4.jpg;Dog running through grass in fenced in area .
2990977776_1ec51c9281.jpg;A boy is doing a stunt with his skateboard .
2990977776_1ec51c9281.jpg;A boy jumping a rail on his skateboard .
2990977776_1ec51c9281.jpg;A boy skateboarding .
2990977776_1ec51c9281.jpg;A young boy wearing a black shirt and brown pants practices jumping over a low bar on a skateboard .
2990977776_1ec51c9281.jpg;boy doing tricks on a skateboard
3004359992_f6b3617706.jpg;A group of girls in cheerleader clothing tosses another girl into the air with an athletic field in the background .
3004359992_f6b3617706.jpg;A group of young women , one up in the air .
3004359992_f6b3617706.jpg;Cheerleaders throw girl in air .
3004359992_f6b3617706.jpg;Five girls cheerleading .
3004359992_f6b3617706.jpg;The cheerleaders toss their fellow member in the air .
3009644534_992e9ea2a7.jpg;a closeup photo of a small dog with a holey ball in his mouth .
3009644534_992e9ea2a7.jpg;A dog carrying a white ball .
3009644534_992e9ea2a7.jpg;A dog fetches a ball in a field .
3009644534_992e9ea2a7.jpg;A dog trots with a ball in its mouth .
3009644534_992e9ea2a7.jpg;The dog is carrying a whiffle ball outside
3038045802_93f2cd5fbc.jpg;A skier doing a high jump from a snowy ramp near a mountain range .
3038045802_93f2cd5fbc.jpg;A ski jumper enjoys winter fun .
3038045802_93f2cd5fbc.jpg;A snowboarder flies off of a jump which is next to a big red atomic sign .
3038045802_93f2cd5fbc.jpg;a snowboarder is up in the air having taken off from a big jump in a tournament .
3038045802_93f2cd5fbc.jpg;A snowboarder jumps off a large ramp in the mountains .
3044500219_778f9f2b71.jpg;Four girls in evening attire pose for a picture .
3044500219_778f9f2b71.jpg;four girls in evening wear are posing for a photograph .
3044500219_778f9f2b71.jpg;Four woman wearing formal gowns pose together and smile .
3044500219_778f9f2b71.jpg;Four women are standing together , posing for a picture .
3044500219_778f9f2b71.jpg;Four women in dresses pose together .
3053813297_7ce5f87710.jpg;A heavy set couple sitting in lawn chairs on the grass with a brown dog at their feet .
3053813297_7ce5f87710.jpg;An elderly man and woman are sitting on lawn chairs holding onto the leash of a brown dog .
3053813297_7ce5f87710.jpg;People sit in chairs at a park with a dog .
3053813297_7ce5f87710.jpg;People sitting in chairs while dog lies in grass
3053813297_7ce5f87710.jpg;Some people in a park with a dog and folding chairs .
3056569684_c264c88d00.jpg;A damaged ambulance is being hauled on a truck bed down the road .
3056569684_c264c88d00.jpg;A wrecked ambulance is being towed .
3056569684_c264c88d00.jpg;Recked ambulance being towed by a large tow truck .
3056569684_c264c88d00.jpg;The ambulance on the flatbed truck was in a collision .
3056569684_c264c88d00.jpg;Wrecked ambulance is being towed by a large truck .
3095225232_2e6e6dc92e.jpg;People are standing on an escalator moving up .
3095225232_2e6e6dc92e.jpg;people go up the escalator .
3095225232_2e6e6dc92e.jpg;People ride up an escalator .
3095225232_2e6e6dc92e.jpg;People travel up the elevator together .
3095225232_2e6e6dc92e.jpg;Several people ride up an escalator .
3123463486_f5b36a3624.jpg;A brown , black , and white dog runs along on the gravel .
3123463486_f5b36a3624.jpg;A dog runs
3123463486_f5b36a3624.jpg;A little dog running on sand .
3123463486_f5b36a3624.jpg;The brown , white and black dog runs on a gravel surface .
3123463486_f5b36a3624.jpg;The dog is running across the gravel .
312427606_defa0dfaa8.jpg;A blond-hair girl is eating a peach .
312427606_defa0dfaa8.jpg;A girl eating a peach .
312427606_defa0dfaa8.jpg;A girl eats a peach .
312427606_defa0dfaa8.jpg;A little blond-haired girl enjoys eating a peach .
312427606_defa0dfaa8.jpg;A young girl with blonde hair eating a peach .
3124549928_10904a5a83.jpg;A boy in a brown jacket holds a large chunk of snow .
3124549928_10904a5a83.jpg;A boy wearing blue mittens gets ready to throw snow .
3124549928_10904a5a83.jpg;A child preparing to throw a snowball .
3124549928_10904a5a83.jpg;A young boy grins as he holds up a clump of snow .
3124549928_10904a5a83.jpg;A young boy in a brown jacket playing with snow .
3128514681_a51b415c31.jpg;Two ladies wearing dresses pose on the side of the road at night .
3128514681_a51b415c31.jpg;Two woman wearing dresses stand in the street and pose .
3128514681_a51b415c31.jpg;Two women in dresses pose on a street .
3128514681_a51b415c31.jpg;Two women on the side of a road .
3128514681_a51b415c31.jpg;Two women wearing dresses and heels posing under hanging lights on a street .
3133825703_359a0c414d.jpg;A child staring at Santa .
3133825703_359a0c414d.jpg;A father and son looking at a funny looking Santa .
3133825703_359a0c414d.jpg;A little boy and his father talking to a man dressed as Santa Claws .
3133825703_359a0c414d.jpg;The child is looking at Santa Claus .
3133825703_359a0c414d.jpg;The little boy has a yellow crown and the man is wearing red velvet .
3134644844_493eec6cdc.jpg;A man is playing a guitar for a little girl in a hospital .
3134644844_493eec6cdc.jpg;A man is playing the guitar for a child in a hospital bed
3134644844_493eec6cdc.jpg;A man plays a guitar for a sick child in a hospital
3134644844_493eec6cdc.jpg;A man plays guitar for a girl in the hospital .
3134644844_493eec6cdc.jpg;A man with a guitar playing to an ill little girl in a hospital bed .
3139238055_2817a0c7d8.jpg;Four people make a silly pose at the dinner table .
3139238055_2817a0c7d8.jpg;Four people smile and hold golden plates behind their heads .
3139238055_2817a0c7d8.jpg;friends posing for a picture while holding plates
3139238055_2817a0c7d8.jpg;Two men and two women hold gold plates behind their heads .
3139238055_2817a0c7d8.jpg;Two men and women pose for a camera with large gold plates held behind their heads .
3139895886_5a6d495b13.jpg;A black-and-white dog bounds off the ground , all feet in the air , of a yellow field .
3139895886_5a6d495b13.jpg;A black and white dog is jumping over high yellow grass .
3139895886_5a6d495b13.jpg;A black and white dog is jumping through a field of brown grass .
3139895886_5a6d495b13.jpg;a dog runs through the dry grass .
3139895886_5a6d495b13.jpg;The black and white dog runs through the field .
3159995270_17334ccb5b.jpg;A female skier in a green with pink flowers hat skiing .
3159995270_17334ccb5b.jpg;A woman skies
3159995270_17334ccb5b.jpg;A woman skiing
3159995270_17334ccb5b.jpg;A woman wearing a white coat skis down a snowy hill .
3159995270_17334ccb5b.jpg;The girl skies down the snowy mountain .
3167379087_927ff05a35.jpg;A bike racer in a red jersey is pursued by another rider wearing blue .
3167379087_927ff05a35.jpg;Man with red shirt on a red bike in front of two other people on bikes .
3167379087_927ff05a35.jpg;Three bicyclists racing up a dirt path through the forest .
3167379087_927ff05a35.jpg;Three bikers pedal up a forest trail .
3167379087_927ff05a35.jpg;Three men riding bikes through the woods .
3170110692_d1e0e66cee.jpg;a couple each wearing a silly mask and holding a fake cigar
3170110692_d1e0e66cee.jpg;A man and a woman are dressed as Groucho Marx with fake cigars .
3170110692_d1e0e66cee.jpg;a man and a woman dress up .
3170110692_d1e0e66cee.jpg;A man and a woman wear funny masks and pretend to smoke large , fake cigars .
3170110692_d1e0e66cee.jpg;A woman and a man pose with Groucho Marx disguises .
3174228611_6cf9d2266b.jpg;a basketball player wearing a red and white jersey while running down the court .
3174228611_6cf9d2266b.jpg;A dark skinned man in a white sports outfit plays basketball .
3174228611_6cf9d2266b.jpg;A man dribbles a ball during a basketball game .
3174228611_6cf9d2266b.jpg;An SMU basketball player playing basketball .
3174228611_6cf9d2266b.jpg;The SMU basketball player drives to the basket .
3182258223_5b9c8a8c55.jpg;A woman in shadow looks at the camera while the one in the sun looks at a book .
3182258223_5b9c8a8c55.jpg;Girl stands reading a notebook .
3182258223_5b9c8a8c55.jpg;Two girls stand up against a red wall .
3182258223_5b9c8a8c55.jpg;Two young girls with headscarves stand near a door while one reads a book .
3182258223_5b9c8a8c55.jpg;Two young women wearing black head scarves and colorful skirts stand near a red door .
319851847_7212423309.jpg;A man is using a chainsaw on a statue .
319851847_7212423309.jpg;A man weilding a chainsaw carves a log into a Gnome .
319851847_7212423309.jpg;A man with a chainsaw is carving wood into a statue of a man .
319851847_7212423309.jpg;The fellow with the chainsaw and brown coveralls is carving a statue with a chainsaw .
319851847_7212423309.jpg;The man is carving a Santa out of wood .
3204354161_caf89ec784.jpg;a dirt biker performs a trick in midair ,
3204354161_caf89ec784.jpg;A driver gets high in the air with his motorbike .
3204354161_caf89ec784.jpg;A motocross racer does a trick in midair .
3204354161_caf89ec784.jpg;Man performing stunts with his motorcycle .
3204354161_caf89ec784.jpg;The man is hanging off the back of the motocross bike as it is jumping through the air .
3206999917_e682672cbc.jpg;A black , brown and white dog with his tongue out is in the snow
3206999917_e682672cbc.jpg;A black , white and brown dog waking in the snow with a red toy in its mouth near an icey tree .
3206999917_e682672cbc.jpg;A dog is walking along a snowy surface .
3206999917_e682672cbc.jpg;A young Lassie looking dog is in the snow .
3206999917_e682672cbc.jpg;The dog walking through the snow is licking his nose .
3211556865_d1d9becf69.jpg;A man stands atop a mountain with arms extended .
3211556865_d1d9becf69.jpg;A person on top of a mountain with arms over head .
3211556865_d1d9becf69.jpg;A person stands at the top of a mountain and raises his arms .
3211556865_d1d9becf69.jpg;Man on top of a mountain with his arms in the air .
3211556865_d1d9becf69.jpg;The man is standing on the rocks above the river with his arms in the air .
3220161734_77f42734b9.jpg;A blond haired child in a black outfit and red belt doing karate .
3220161734_77f42734b9.jpg;A child with a red sash practices martial arts .
3220161734_77f42734b9.jpg;A girl in a black outfit with a red sash and a black headband has one hand on her waist and one extended straight out .
3220161734_77f42734b9.jpg;A young boy wearing a black uniform with a red sash taking part in a martial arts exposition .
3220161734_77f42734b9.jpg;A young child with a red belt does a demonstration .
3225998968_ef786d86e0.jpg;A man on skis on a snow-covered hill with mountains in the background
3225998968_ef786d86e0.jpg;A man with red pants is skiing downhill .
3225998968_ef786d86e0.jpg;A person in red pants skis down a mountain .
3225998968_ef786d86e0.jpg;A skier in red pants is on a snow covered slope .
3225998968_ef786d86e0.jpg;This person is skiing .
3251906388_c09d44340e.jpg;Two dogs play tug-of-war with a dark object in the snow .
3251906388_c09d44340e.jpg;Two poodles playing tug-o-war
3251906388_c09d44340e.jpg;Two white poodles fighting over something in their mouths in the snow
3251906388_c09d44340e.jpg;Two white standard poodles playing tug of war in the snow .
3251906388_c09d44340e.jpg;two white standard poodles play with a toy in the snow
3312779887_7682db7827.jpg;A person does a handstand with a snowboard on a yellow ramp .
3312779887_7682db7827.jpg;A snowboarder doing a handstand on a ramp .
3312779887_7682db7827.jpg;A snowboarder hangs upside down from his board during a maneuver in front of a crowd of people .
3312779887_7682db7827.jpg;A snowboarder is performing a stunt in front of a crowd of spectators .
3312779887_7682db7827.jpg;The snowboarder does a trick off of a yellow pyramid .
3329169877_175cb16845.jpg;A lone snowboarder wearing a white jacket jumping into the air on the snowy mountains .
3329169877_175cb16845.jpg;A snowboarder flies through the air in front of leafless trees .
3329169877_175cb16845.jpg;a snowboarder gets some air .
3329169877_175cb16845.jpg;A snowboarder in green pants and a white jacket is jumping high in the air .
3329169877_175cb16845.jpg;Someone in green pants is on a white snowboard in the air .
3333017828_b930b9d41b.jpg;A dog runs along a beach near the waves .
3333017828_b930b9d41b.jpg;A white and brown dog runs along the shoreline .
3333017828_b930b9d41b.jpg;A white and tan dog is running on a beach .
3333017828_b930b9d41b.jpg;A white dog is running on wet rocks .
3333017828_b930b9d41b.jpg;A white dog running along side a river
3339105374_cc41e0b7d7.jpg;A woman in a red coat with a man in a white and black coat and a black dog in the snow .
3339105374_cc41e0b7d7.jpg;Two people and a dog are in the snow .
3339105374_cc41e0b7d7.jpg;Two people are interacting with a dog that has bitten an object one of them is holding .
3339105374_cc41e0b7d7.jpg;Two people are walking up a snowy hill with a dog .
3339105374_cc41e0b7d7.jpg;Two people playing on a snowy hill .
3344798356_5cc41f7939.jpg;A child is wearing a blue hat and snowsuit with red skis on their feet .
3344798356_5cc41f7939.jpg;A child skis across the snowy ground .
3344798356_5cc41f7939.jpg;A small child in a blue hat and coat skis on the snow .
3344798356_5cc41f7939.jpg;a young skier looks at the camera .
3344798356_5cc41f7939.jpg;There is a little child in a snowsuit on red skies in the snow .
3364160101_c5e6c52b25.jpg;A game of hockey is being played .
3364160101_c5e6c52b25.jpg;A man wearing a sports uniform runs down the field as another follows .
3364160101_c5e6c52b25.jpg;A player in purple , white , and black attempts to make a play near the end of a field .
3364160101_c5e6c52b25.jpg;number fiveteen runs with the lacrosse ball .
3364160101_c5e6c52b25.jpg;Two lacrosse players are running on the sports-field .
3367053761_8ec5834bf3.jpg;A girl with a bun is sitting at a desk .
3367053761_8ec5834bf3.jpg;Group of people , from behind , seated in a line of desks by windows in library .
3367053761_8ec5834bf3.jpg;People are sitting at desks in a library .
3367053761_8ec5834bf3.jpg;Person sitting at a desk in a library .
3367053761_8ec5834bf3.jpg;two people are sitting at desks by the windows in a library .
3373946160_1c82d54442.jpg;A black and brown dog rolls around in the grass .
3373946160_1c82d54442.jpg;A brown and black dog is rubbing his face in the grass .
3373946160_1c82d54442.jpg;A brown and black dog rubs his face in the grass .
3373946160_1c82d54442.jpg;A large dog rubs its face in the grass .
3373946160_1c82d54442.jpg;Black dog rolls head in grass .
3396036947_0af6c3aab7.jpg;A boy on a swing .
3396036947_0af6c3aab7.jpg;A little boy is swinging on a swing beside some trees and a river .
3396036947_0af6c3aab7.jpg;A toddler swings back very high .
3396036947_0af6c3aab7.jpg;A young boy is riding a swing high in the air .
3396036947_0af6c3aab7.jpg;Small child swinging on a swing with trees in the background .
3397220683_4aca010f86.jpg;A golden retreiver standing outside in the snow with a person standing with skis and poles .
3397220683_4aca010f86.jpg;A man and a dog outside in a snow storm .
3397220683_4aca010f86.jpg;A person is standing on skis in the snow with a dog .
3397220683_4aca010f86.jpg;Person with skis and a dog are standing in the snow .
3397220683_4aca010f86.jpg;The man is skiing in the snow with a large brown dog .
3421706363_a3e22a4908.jpg;A boy in dark pants and green t-shirt rides his bike up a ramp .
3421706363_a3e22a4908.jpg;A man is jumping his bicycle off a ramp in a skate park .
3421706363_a3e22a4908.jpg;A man wearing a yellow shirt jumps his bike over a ramp .
3421706363_a3e22a4908.jpg;A teen boy doing a bicycle trick on a bike ramp
3421706363_a3e22a4908.jpg;A young man is performing a bicycle jump on a ramp .
3443703471_14845d8850.jpg;A dog leaps over a barrier .
3443703471_14845d8850.jpg;A dog leaps over a fence .
3443703471_14845d8850.jpg;A dog leaps over a wooden fence as another is about to .
3443703471_14845d8850.jpg;"There are two dogs ; one leaps over the fence and the other tries to ."
3443703471_14845d8850.jpg;Two brown and black dogs are jumping a fence .
